NDC Labeler Code,Firm Name
64734,sanofi-aventis Canada Inc.
64735,Air Liquide Healthcare America Corporation
64743,Herbamed Ag
64744,HUASHU PHARMACEUTICAL CORPORATION
64745,COPD-LLC Respiratory Services
64750,Tradewinds
64754,"Hebei Jingye Chemical Co., Ltd."
64757,"Chemcon,GmbH"
64760,Genesis Pharmaceuticals
64762,Dynamic Pharmaceuticals
64763,"Johnson Drug Company, Inc"
64764,"Takeda Pharmaceuticals America, Inc."
64768,Expanscience Laboratories d/b/a Mustela
64772,"Derma Sciences Canada, Inc."
64778,AR Medicom
64786,Basic Packaging Industries Inc.
64788,"RidgeCrest Herbals, Inc."
64792,Home Health Resource
64796,"Identipak, Inc."
64809,"Sperian Eye & Face Protection, Inc"
64811,Ropack Inc.
64812,Intercosmetiques
64819,Diosynth France SA
64823,SkinCeuticals Inc
64841,"Handi-Clean Products, Inc."
64847,Bioniche Animal Health USA Inc
64854,"Discus Dental, LLC"
64861,Dexcel Ltd.
64867,Heartland Industries Incorporated
64873,Northtec Keystone
64892,Wausau Chemical Corporation
64893,"Dr. Fresh, LLC"
64896,Impax Pharmaceuticals
64901,"ProCare Healing Centers, LLP dba Ciara Medical Equipment Co."
64908,Resonance laboratories Private Limited
64915,EUTICALS LIMITED
64918,Sterling SpA
64920,"WHABA Medical, Inc."
64922,"ADF Welding & Medical, Inc."
64932,"Cape Medical Supply, Inc"
64942,Conopco Inc. d/b/a Unilever
64944,"Seventh Street Medical Supply, Inc"
64950,"Lehigh Valley Technologies, Inc."
64953,Star Lake Bioscience Co. Inc.
64958,Henan Lihua Pharmaceutical Co Ltd
64960,King's Daughters Home Medical Equipment
64963,DuPont Chemoswed
64980,"Rising Pharmaceuticals, Inc."
64987,World Club Supply Corp
64990,Isomers Laboratories Inc
65010,"Technical Gas Products, Inc."
65015,MYLAN LABORATORIES LIMITED
65022,PUNJAB CHEMICALS
65027,"Top Brass, Inc."
65035,Everlight Chemical Industrial Corporation
65038,"Corium International, Inc.CAJ"
65044,Jubilant HollisterStier LLC
65050,"Wuxi Fortune Pharmaceutical Co.,Ltd."
65055,"Laboratorios Jaloma, S.A. de C.V."
65067,Hampton Homecare
65072,"Zhejiang Jianfeng Haizhou Pharmaceutical Co., Ltd."
65076,"Bickett Machine and Supply, Inc"
65078,Methodist Hospital Home Medical Equipment
65084,Rx Pak Division of McKesson Corporation
65085,Piramal Healthcare Limited
65089,Crystal Pharma S.A.U.
65090,"AHC Products, Inc."
65096,Ind Swift Laboratories Limited
65105,DONNA KARAN COSMETICS CO. DIVISION OF ESTEE LAUDER
65110,Winthrop Pharmaceutical (PTY) Ltd.
65111,VITAMEDICA INC
65113,"G.S. COSMECEUTICAL USA, INC."
65119,Bronx Welding Supply
65121,Pure Source
65124,Ifotam Co.Ltd
65129,"ScinoPharm Taiwan, Ltd."
65133,"Aire-Master of America, Inc"
65135,Bay Street Pharmacy Inc
65141,"CareFirst of Fort Wayne, Inc. dba Advanced Healthcare"
65156,Kayline Company
65162,"Amneal Pharmaceuticals, LLC"
65163,"LLOYD, Inc. of Iowa"
65174,Jubilant Draximage Inc.
65179,Groupe Parima inc
65188,"Mer Eddy County, Inc."
65193,DICKEY CONSUMER PRODUCTS INC DBA DMD
65197,WellSpring Pharmaceutical Corporation
65199,"Vatring Pharmaceuticals, Inc."
65200,Colorescience DBA Body Chemistry Manufacturing
65207,"Nova-Tech, Inc."
65215,Istituto De Angeli S.r.l.
65216,Basildon Chemical Co. Ltd.
65217,Frances Mahon Deaconess Hospital Home Oxygen
65222,Dentsply Professional
65224,"Pernix Therapeutics, LLC"
65232,"Frontier Home Medical, Inc."
65239,"Mark II Enterprises, LTD DBA Med-Ox Home Medical"
65241,"Columbia Medical Equipment, Inc."
65243,VA CMOP Dallas
65248,"Genter Healthcare, Inc"
65250,"Pacira Pharmaceuticals, Inc."
65255,"Sonar Product, Inc"
65257,AlpinAire Healthcare
65267,Janssen Pharmaceutical
65278,"JUNE JACOBS LABS, LLC"
65293,The Medicines Company
65295,"Monson Companies, Inc."
65300,Medox Healthcare
65303,"ACE JAPAN Co., Ltd."
65310,Packaging Systems LLC
65311,"Zhejiang Tianxin Pharmaceutical Co., Ltd."
65319,Chemische Fabrik Berg GmbH
65321,Rubbermaid Commercial Products LLC
65325,"Beijing Keyifeng Biotech Development Co., Ltd."
65326,Cayman Chemical Company
65328,"Fuji Chemical Industry Co., Ltd."
65331,IC Products International Chemical
65334,"zhejiang jiuzhou pharmaceutical Co., ltd."
65342,"Gurwitch Products, LLC."
65344,"zhejiang jiuzhou pharmaceutical Co., ltd."
65346,"Transfill Equipment Supplies & Services, INC"
65348,Technical Concepts Bentfield B.V.
65360,Community Home Health Services
65363,Julphar Gulf Pharmaceutical Industries
65364,Kiss My Face Corp.
65365,Sigan Industries
65371,"ORLANE, Inc."
65372,Jubilant Life Sciences Limited
65373,Corden Pharma Switzerland LLC
65374,Hevert Artzneimittel GmbH & Co KG
65376,Minteq U K LTD
65386,Advacare Home Services
65388,"Hunan Dongting Pharmaceutical Co.,Ltd."
65391,BPI Labs Inc.
65396,Sandoz Industrial Products GmbH
65402,Danes Welding Supplies Inc
65404,"Boehringer Ingelheim Espana, SA"
65415,Antibiotice S.A.
65418,S.A.L.A.R.S. S.p.A.
65421,"Nihon Kolmar Co., Ltd."
65427,Pfizer Pharmaceuticals LLC
65435,Nidaria Technology Ltd.
65437,HIMPRIT PHARMACHEM PVT LTD
65447,Aloette Cosmetic Inc.
65451,"Baxco Pharmaceutical, Inc."
65457,"Aptuit (Kansas City) LLC dba Aptuit, Inc."
65460,SAS Safety
65461,Uquifa Italia S.p.A.
65465,Apex of St. Peters
65468,Valley Medical Shoppe
65474,LABORATOIRES DECLEOR
65483,Prometheus Laboratories Inc.
65498,"McNeil Consumer Healthcare, Division of Johnson & Johnson Inc"
65505,Purdue Pharmaceuticals LP
65508,"Novus Fine Chemicals, LLC."
65517,Dukal Corporation
65524,"Zhengzhou Minzhong Pharmaceutical Co., Ltd"
65534,"Changzhou Siyao Pharmaceuticals Co.,Ltd."
65543,Lyon's Dairy Sales & Service LLC
65551,"AeroCare Holdings, Inc dba Allcare, Inc"
65567,Central Montana Medical Center Home Oxgen
65571,PolyCarbon Industries Inc.
65573,Home Equipment Assoc Inc dba Healthwise
65575,Puritan Medical Products Company LLC
65578,BASF A/S
65580,"Upstate Pharma, LLC"
65582,"International Cosmeceuticals, Inc."
65585,"Whisk Products, Inc."
65588,"New GPC, Inc."
65592,Laboratoires Besins International
65597,"Daiichi Sankyo, Inc."
65601,"Betco Corporation, Ltd"
65603,Arkansas Welding & Industrial Supply
65604,Akron Coating & Adhesives
65616,Bode Chemie Hamburg
65626,"HU-FRIEDY MFG. CO., INC."
65628,"CutisPharma, Inc"
65643,"Lifetech Rsources, LLC"
65649,"Salix Pharmaceuticals, Inc"
65655,SWISS CAPS AG
65662,Bayer Bitterfeld GmbH
65663,American Blending and Filling
65675,BASF Orgamol Pharma Solutions France SA
65676,"KC's Medical Home Care Supplies, Inc."
65686,"Lonza Biologics, Inc."
65689,"Oxygen One, Inc."
65691,CADILA PHARMACEUTICALS LIMITED
65692,"Raining Rose, Inc."
65697,"United Douglas Pharm., Inc."
65700,Major Medical Supply LLC
65703,"Complete Care Medical, Inc."
65707,"Reliant Holdings, Ltd"
65713,"Drs. Foster & Smith, Inc."
65715,Laverana GMBH
65717,"Taizhou Taifa Pharmaceuticals CO., LTD."
65722,Artesia Medical Supply
65724,BASF PharmaChemikalien CmbH & Co. KG
65725,"Classic Pharmaceuticals, LLC"
65726,GlaxoSmithKline LLC
65727,Biocon Limited
65729,Anesta Corporation
65730,Unimark Remedies Ltd.
65731,"Hillyard Industries, Inc."
65732,Seratec S.A.S.
65734,Swabplus Inc
65753,CoreTex Products Inc.
65757,"Alkermes, Inc."
65765,R N Laboratories Private Limited
65768,"Jiangsu YunYang Group Pharmaceuticals Co., Ltd."
65776,"Aerosol And Liquid Packaging, Inc."
65785,Niagara Pharmaceuticals Inc.
65786,Bradley Fixtures Corporation
65797,Gador SA
65802,Aspirus Keweenaw Home Medical Equipment
65805,Laboratoires Arkopharma
65808,"GMP Laboratories of America, Inc"
65811,"Randle Respiratory Care, Inc."
65818,"Taizhou Candorly Sea Biochemical & Health Products Co. , Ltd."
65824,Sasol Germany GmbH
65832,Wuhan Wuyao Pharmaceutical Co.
65837,Pfizer PGM
65840,"Elements Personal Care, Inc."
65841,Cadila Healthcare Limited
65847,Scios Inc.
65856,"Breathe Easy Therapeutics, Inc"
65857,"Cardinal Health 414, LLC"
65862,Aurobindo Pharma Limited
65862,Aurobindo Pharma Limited
65863,Inventaa Chemicals Limited
65864,RS Management Corporation
65867,Freeman-Oakhill Health System dba Health Essentials
65868,Mercy Medical Center-Clinton dba Mercy Home Medical Equipment
65876,"Yichang Sanxia Pharmaceutical Co., Ltd."
65878,Laboratorium Soluna Heilmittel GmbH
65880,"DUSA Pharmaceuticals, Inc."
65884,"Kaifeng Pharmaceutical (Group) Co., Ltd."
65893,"Cody Laboratories, Inc."
65897,"HangZhou Zhongmei Huadong Pharmaceutical Co., Ltd"
65903,H2O Plus
65909,BIO NUCLEONICS INC
65910,Hunter Amenities International Limited
65912,Elemis Limited
65919,Clinical 1 Home Medical
65923,UNITED EXCHANGE CORP.
65931,East Coast Hydro Testing And Gases LLC
65932,Lacsa (Pty) Ltd.
65952,"DEM Technology, LLC"
65954,"Mission Hills, S.A. de C.V."
65956,"MD Packaging Services, Inc."
65959,Perk Up Inc. DBA Kari-Out Co.
65966,MAX HUBER RESEARCH LAB INC
65974,"Angiodynamics, Inc."
65976,"OraPharma, Inc."
65977,Hetero Drugs Limited
65995,Community Medical Equipment
65998,ISP Freetown Fine Chemicals Inc
66001,"Federal Package Network, Inc."
66003,Daiichi Sankyo Europe GmbH
66005,Amino Chemicals Ltd
66006,Second Wind Respiratory
66007,Capricorn Pharma Inc.
66008,THE ANDHRA SUGARS LIMITED
66010,American Continental Techlabs
66017,"M & C Specialties, Inc"
66019,"MedImmune, LLC"
66021,"Zhejiang Huayi Pharmaceutical Co., Ltd."
66022,Symed Labs Limited
66032,"Daiwa pharmaceutical Co., Ltd."
66039,Glenmark Generics Limited
66059,Ramedicare Sendirian Berhad
66064,Harman Finochem Limited
66069,Shenyang Antibiotic Manufacturer
66071,Land O'Lakes Purina Feed LLC
66077,Ultra-Chem Inc.
66078,MD Formulation
66083,Boone Drugs Inc
66096,OHM PHARMA INC.
66097,C.F.E.B. - Sisley
66104,PHIBRO ANIMAL HEALTH
66105,"AQ Pharmaceuticals, Inc."
66107,SSDC
66108,IPSEN PHARMA BIOTECH
66109,Yamasa Corporation
66112,Piramal Enterprises Limited
66116,"MedVantx, Inc."
66122,"ZHEJIANG CHENGYI PHARMACEUTICAL CO., LTD."
66125,"Keene Medical Products, Inc."
66129,International Beauty Exchange Inc
66130,"Lubbock Oxygen & Medical Gases, Inc."
66141,Integria Healthcare Ballina
66163,Cosmetic Solutions LLC
66167,Worl¨¦e NaturProdukte GmbH
66171,"Skin Science Labs, Inc."
66174,Srini Pharmaceuticals Limited
66183,"ABR Medical, Inc."
66184,Coty US LLC
66195,Adwin Korea Corp
66201,Ultimate Formulations Inc. dba Best Formulations
66206,Asence Pharma Private Limited
66213,PBM Pharmaceuticals
66215,"Actelion Pharmaceuticals US, Inc."
66218,JM Huber Corporation
66219,Changzhou Tianhua Pharmaceutical Co. Ltd.
66220,Cumberland Pharmaceuticals Inc.
66222,JCMH Home Health Products
66232,AVON ORGANICS LIMITED
66235,"Zhejiang Dongdong Pharmaceutical Co., Ltd."
66245,Analytecon SA
66249,Virchow Laboratories Limited
66257,Interspray
66259,Novadaq Technologies Inc.
66270,"Hydromer, Inc."
66273,AQUIMPEX SPA
66277,Galephar Pharmaceutical Research Inc.
66280,"New Colony Farms, LLC"
66288,"Samson Medical Technologies, L.L.C."
66291,The 3700 Company LLC dba Air Options Respiratory Care
66292,"Deseret Biologicals, Inc."
66298,Fresenius Kabi Norge As
66300,ChemPacific Corporation
66302,United Therapeutics Corporation
66303,"Merck Serono, S.p.A"
66311,ROCHE FARMA SA
66312,Dentsply Pharmaceutical Inc.
66314,Med Resources Inc.
66318,GE Healthcare Ireland
66320,RPG Life Sciences Limited
66326,Sri Krishna Pharmaceuticals Ltd. Unit I
66332,Takeda Ireland Ltd.
66335,"Vitalabs, INC."
66336,Dispensing Solutions Inc.
66348,"CRC Industries, Inc."
66353,Delta Pharma Inc.
66355,Evangelical Community Hospital Pharmacy & Home Care Products
66357,"Biofilm, Inc."
66365,Medical Comfort Systems Inc
66382,Laboratoires Industriels de Vichy (LIDV)
66389,"Griffin Home Health Care, Inc."
66390,Cache Valley Oxygen
66391,"WINNING SOLUTIONS, INC"
66399,Tetradyne LLC
66403,Tiger Balm (Malaysia) Sd. Bhd.
66405,Shandong Qilu King-Phar Pharmaceutical Co. Ltd.
66406,Patheon Inc.
66408,Refurbco Inc
66411,Orifice Medical AB
66412,VAMSI LABS LTD.
66414,Garland Welding Supply Co
66424,SDA Laboratories Inc.
66425,"Private Label Partners, Inc."
66428,"Therapon Skin Health, LP"
66435,Kadmon Pharmaceuticals LLC
66436,Marianna Industries Inc
66440,Baker Cummins Dermatologicals
66445,Suan Farma Inc.
66446,Summit Aire Inc.
66449,"LABORATORIOS ROLDAN, S.A."
66466,"Darby Dental Supply Co., Inc."
66467,Darby Dental Supply LLC
66472,"Benefit Cosmetics, LLC"
66475,Hildose
66478,"Nanjing Baijingyu Pharmaceutical Co.,Ltd."
66479,"Xanodyne Pharmaceuticals, Inc."
66480,Shoreline Compressed Gas LLC
66487,Robinson's Industrial Gas and Equipment Corp
66490,Valeant Pharmaceuticals North America
66497,Boll Medical Inc.
66499,"Formosa Laboratories, Inc."
66504,"Tianjin Tiancheng Pharmaceutical Co., Ltd."
66506,Tibet Cheezheng Tibetan Medicine Co. Ltd.
66513,"Distribuidora de Alimentos Naturales y Nutricionales, S.A. de C.V."
66516,Kuo Ching Chemical Co. Ltd.
66521,Novartis Vaccines and Diagnostics Ltd
66529,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
66530,"Spear Dermatology Products, Randolph, NJ"
66535,Satnam Psyllium Industries dba Super Psyllium Industries
66536,Cedar Pharmaceuticals LLC
66538,CRC (Cosmoceutical Research Center)
66539,Lonza Guangzhou Ltd.
66540,YIXING CITY SHENJGUANG MEDICINE CHEMICAL CO LTD
66552,Alpine Home Medical Equipment
66558,Fresenius Kabi Anti-Infectives S.r.l.
66559,Cosmetica Laboratories Inc.
66561,COSMETIC TECHNOLOGIES
66577,Vasudha Pharma Chem Limited
66582,Merck Sharp & Dohme
66583,EDMOND PHARMA S.r.l
66586,Merwin Home Medical dba Robin Drup Corp.
66593,ViroPharma Incorporated
66594,Pro-Pharma LLC
66603,"ZHEJIANG JINHUA CONBA BIO-PHARM. CO., LTD."
66608,Kimball Midwest
66611,Performance Modalities Inc./Performance Home Medical
66613,Rohto Pharmaceutical Co Ltd
66614,"Jiangsu High Hope International Group Wuxi Co., Ltd."
66619,International Beauty Exchange
66620,Green Waves P Ltd
66621,"Rare Disease Therapeutics, Inc."
66626,"Asia Stabilizers Company, Ltd."
66635,Pax-All Manufacturing Inc.
66639,Calyx Chemicals & Pharmaceuticals Limited
66644,"MCKENNA LABS, INC."
66646,Pacon Manufacturing Corporation
66647,"Central Admixture Pharmacy Services, Inc."
66651,HIKAL LIMITED
66652,"Seven Star Pharmaceutical Co., Ltd."
66657,GENTA INCORPORATED
66658,SWEDISH ORPHAN BIOVITRUM AB (PUBL)
66658,SWEDISH ORPHAN BIOVITRUM AB (PUBL)
66663,Jazz Pharmaceuticals Commercial Corp.
66666,Alpena Oxygen and Equipment Co.
66672,GUANGZHOU NATIONAL PHARMACEUTICAL CO LTD
66679,Warburton Technology Ltd.
66685,Sandoz Inc
66689,VistaPharm Inc.
66692,MYLAN INDIA PRIVATE LIMITED
66694,"Procaire, LLC"
66703,Riverside Chiropractic Care Center Trust
66706,Shenyang Funing Pharmaceutical Factory
66711,Brookhaven National Laboratory
66715,"Lil' Drug Store Products, Inc."
66721,Yuhan Chemical Inc.
66727,Nisshin Pharma Inc.
66733,ImClone LLC
66738,Jack Black LLC
66754,"Eureka Oxygen Company, Inc."
66756,"A.I.G. TECHNOLOGIES, INC."
66758,Sandoz Inc.
66761,Haw Par Healthcare Ltd.
66765,Nosch Labs Private Limited
66767,METZ MEDICAL INC
66774,"Quadex Pharmaceuticals, LLC"
66777,"West Coast Cosmetics, Inc."
66778,Associated Production Services
66780,"Amylin Pharmaceuticals, Inc."
66784,Universal Esters Ltd
66789,JAK Diversified LLC dba Multi-Pak Packaging
66794,Piramal Critical Care Inc
66797,Indo World Trading Corp
66798,Frutarom Ltd.
66803,Georgia Oxygen & Home Health
66807,"PharmaCore, Inc."
66814,World Gen LLC
66818,"American Animal Health, Inc."
66828,Novartis Pharma Produktions GmbH
66831,Arroyo Medical Supply dba Zia Health Care
66854,SPAI-SONS PHARMACEUTICAL INTERNATIONAL COSMETICS
66860,"Cura Pharmaceutical Co., Inc."
66869,"Kowa Pharmaceuticals America, Inc."
66887,"Auxilium Pharmaceuticals, Inc."
66888,Tecnocosmesi S.p.A.
66890,Stillwater Medical Authority DBA Cimarron Medical Services
66894,"Heavenly Harvest, Inc."
66895,"Hubei Xunda Pharmaceutical Co., Ltd."
66897,Wicsun Trading Inc
66898,Herbalgy Pharmaceutical Limited
66902,"NATURAL ESSENTIALS, INC."
66904,"Bird and Bear Medical, Inc."
66908,Pro-Link
66910,Edward Don & Company
66914,Baxter Pharmaceutical Solutions LLC
66915,CoValence Inc.
66923,Ranir LLC
66944,Halifax Medical Equipment
66949,Zep Inc.
66961,Victor Welding Supply Company
66964,"Unilever de Mexico, S. de R.L de C.V"
66966,Riverside Health Equipment
66969,International Cosmetics Ltd
66975,Benco Dental Company
66976,Brian Unlimited Distribution Company dba BUDCO
66980,Sepracor Canada (Nova Scotia) Limited
66981,Peptisyntha S.A.
66983,Recipharm AB
66984,S.A. Alcon-Couvreur N.V.
66988,"Jenco Medical and Mobility, Inc"
66990,Toshiki Pigment Company Limited
66992,WraSer Pharmaceuticals
66993,Prasco Laboratories
67001,Grafco LLC
67008,Pharmrite North America Corp
67009,The Medical Store
67015,Pierre Fabre Dermo Cosmetique
67017,Northtec Bristol
67024,The Service Center LLC
67038,Bliss World LLC
67046,Coupler Enterprises
67047,Putan Factory of Pucheng Chia Tai Biochemical Co Ltd
67059,"Intercos America, Inc."
67065,"American Flexpack, Inc."
67066,"ChiRhoClin, Inc"
67067,Jayco Chemical Industries
67088,"Avecia Biotechnology, Inc."
67106,"Sky Systems Co., Inc"
67108,Baxter Healthcare Corporation
67112,"Medecor Pharma, LLC"
67113,EpiCare Limited
67114,"CCB Packaging, Inc"
67115,Galaxy Medical Inc
67119,Canton Laboratories Pvt. Ltd.
67120,Laboratories 3M Sante
67127,"Zhejiang Rongyao Chemical Co., LTD"
67136,E.T. Horn Company
67137,Faci Asia Pacific Pte Ltd
67143,Rise International Group LLC
67144,Agri-Service LLC
67147,"Apple Products, Inc."
67151,"Progressive Products, LLC"
67152,"Two MP Investments, Inc. dba Respicare"
67157,McGuff Pharmaceuticals Inc.
67159,Gilead Palo Alto Inc.
67172,"Prestige Brands Holdings, Inc."
67176,"Wendeng  Jinye Industrial Co., Ltd."
67180,"Anacapa Technologies, Inc"
67184,Qilu Pharmaceutical Co. Ltd.
67187,BASF Grenzach GmbH
67191,"Clinical Medical Services, Inc."
67194,"Unit Dose, Ltd."
67196,"North Star Processing, LLC."
67200,"CareFusion 207, Inc."
67207,Bayer Schering Pharma Oy
67209,WellSpring Pharmaceutical Canada Corp
67213,"Transcept Pharmaceuticals, Inc."
67225,"Aekyung Ind. Co., Ltd."
67226,Vivier Pharma Inc.
67228,Comprehensive Consultant Services Inc DBA Healthcare Repackaging Services
67232,CHIMEX
67234,Natureplex LLC
67236,Shanpar Industries Pvt. Ltd.
67237,Lapis Lazuli International NV
67238,Mondel¨¥z Canada Inc.
67239,Safco Dental Supply Co.
67240,"North China Pharmaceutical Group Hualuan Co.,Ltd."
67253,DAVA International Inc.
67254,"ZHEJIANG MEDICINE CO., LTD. XINCHANG PHARMACEUTICAL FACTORY"
67260,Galderma Production Canada Inc
67262,Helsinn Advanced Synthesis SA
67269,"Jintan Zhongxing Medicine Chemical Co., Ltd."
67270,"Symrise, S. DE R.L.DE C.V."
67278,The HallStar Company
67296,RedPharm Drug Inc.
67299,"Beijing Zizhu Pharmaceutical Co., Ltd."
67303,Oraceutical LLC
67308,"DUSA Pharmaceuticals, Inc."
67313,National Packaging Services Corporation (NPS Corp)
67315,"Suzhou No. 5 Pharmaceutical Factory Co., Ltd."
67316,"Qingdao Bright Moon Seaweed Group Co., Ltd."
67317,MSD International GmbH (Singapore Branch)
67318,"Tru-Care Medical, Inc."
67321,"ZHEJIANG HISOAR PHARMACEUTICAL CO., LTD."
67326,Degasa SA De CV
67334,Mekos Laboratories AS
67340,"Nanyang Libang Pharmaceutical Co., Ltd."
67345,Purminerals
67351,Dairy Dynamics L.L.C.
67355,"NuWest Milling, LLC"
67361,"American Home Health Care, Inc."
67367,Deretil SA
67370,Santec Chemicals Corp.
67378,"B-Pharm, Inc dba Remedies Medical Equipment"
67386,"Lundbeck, Inc."
67391,Zhumadian Huazhong Chai Tai Co;Ltd
67402,"SkinMedica Pharmaceuticals, Inc., Carlsbad, CA 92010"
67405,"Harris Pharmaceutical, Inc."
67414,"Jones Contract Packaging Services, a Division of Jones Packaging Inc."
67417,SPI Pharma
67421,"ZHEJIANG SHENGDA PHARMACEUTICAL CO,, LTD"
67425,"ISTA PHARMACUTICALS, INC"
67426,"Tianjin Well-Real Chemical Technology Co.,Ltd."
67427,Fleming Laboratories Ltd.
67438,Perrigo Israel Pharmaceuticals LTD
67441,"Plaza Home Care, Inc."
67446,Janssen - Cilag
67450,North China Pharmaceutical Huasheng CO. Ltd
67454,INFAR SA
67457,Mylan Institutional LLC
67465,Mt. Vernon Community Pharmacy d/b/a The Medicine Shoppe
67467,Octapharma Pharmazeutika Produktionsgesellschaft m.b.H.
67468,"Tedec-Meiji Farma, S.A."
67473,"Sheng Chun Tang Pharmaceutical Industrial Co., Ltd."
67475,"Golden Sunshine International, Inc."
67483,Mahendra Chemicals
67490,Scott Medical Supply Inc.
67491,"Med-Core Services, Inc."
67492,Resical Inc.
67493,"Buckeye Home Health Center, Inc."
67510,"Kareway Product, Inc."
67511,"Salina Regional Home Medical Services, LLC"
67512,La Roche-Posay Laboratoire Pharmaceutique
67525,"Spectrum Gas Products, Inc"
67536,"Teh Seng Pharmaceutical Mfg. Co., Ltd."
67542,LABORATOIRE NUXE
67544,"PrePak Systems, Inc."
67546,"Romark Laboratories, LC"
67555,Pronova Corporation
67560,HSI Health Care of America Inc.
67567,American Health Distributions Inc.
67570,Deb Canadian Hygiene Inc
67573,B J Welding Supply
67579,Medical Service Company
67583,CHANGZHOU QIANHONG BIO PHARMA CO LTD
67587,Allina Home Oxygen and Medical Equipment
67596,Compressed Gas Solutions Inc.
67614,Laboratorios Qu¨ªmicos S.R.L.
67618,Purdue Products LP
67621,M/S Enzal Chemicals (I) Ltd
67630,"FUJIANG FUKANG PHARMACEUTICAL CO., LTD."
67643,"Lonza Biologics, Inc."
67645,"AKZO NOBEL CHEMICALS, S. A. DE C. V."
67649,SUZHOU TIANMA PHARMA GROUP CO LTD
67651,Patheon Pharmaceuticals Inc.
67659,"Team Technologies, Inc"
67662,"SAS Group, Inc."
67664,Larson Agri Service Inc
67667,"Advanced Cosmetic Research Laboratories, Inc."
67668,Unique Pharmaceutical Laboratories
67676,"Sarati International, Inc."
67680,"Chongqing Kangle Pharmaceutical Co.,Ltd."
67684,Guerbet LLC
67688,"Changzhou Longcheng Medicine Raw Material Co., Ltd."
67691,Bel-Art Products
67692,Lumene Oy
67694,Dent-Aids
67697,Sal Pharma
67701,Grafco LLC
67706,"Macco Organiques, S.r.o."
67711,"AIRSERVE, LLC"
67714,Camphor Technologies Inc.
67718,L'Oreal USA Florence Manufacturing
67720,NBN Infusions Inc
67732,Duane Reade
67741,Lifeline First Aid
67750,J & L Medical Services LLC
67751,Navajo Manufacturing Company Inc
67752,"Amsino International, Inc."
67763,R L FINE CHEM
67767,Actavis South Atlantic LLC
67772,"Jiangxi Sencen Hygienic Products Co., Ltd."
67777,Dynarex Corporation
67781,Purdue Pharmaceutical Products LP
67785,"Florida Home Medical Equipment, Inc."
67795,"Roadrunner Oxygen Service, Inc."
67800,Corixa Corporation
67804,Kylolab S.L.
67807,Kolon Life Science Inc
67816,CMIC CMO USA Corp LABLER
67819,DRAGON HWA CHEMPHARM. CO. LIMITED
67822,"Chifeng Arker Pharmaceutical Technology Co., Ltd."
67828,"Shandong Freda Biopharm Co., Ltd."
67835,SMS Pharmaceuticals Limited
67842,FineTech Pharmaceutical Ltd.
67844,Neighborcare at Home
67850,"Methapharm, Inc."
67857,"Promius Pharma, LLC"
67858,QuestVapco Corporation
67863,"Corden PharmaChem, NV"
67868,"Pharma Pac, LLC"
67871,"QOL Medical, LLC."
67873,Mariposa Labs LLC
67877,"Ascend Laboratories, LLC"
67881,"Zhenjiang Maoyuan Chemical Co., Ltd."
67886,Vericore Limited
67897,The Strive Group
67905,Osborn Drugs Inc
67919,"Cubist Pharmaceuticals, Inc."
67920,"Laureate Biopharmaceutical Services, Inc."
67923,"VEGE KURL, INC."
67932,Premier Oxygen LLC
67933,Willard Manuacturing Inc.
67938,"Elizabeth Arden, Inc."
67939,The University of Utah DBA Cyclotron Radiochemistry Lab
67942,VNA Homecare Services
67945,Bode Chemie Hamburg
67946,"Sato Pharmaceutical, Co., Ltd."
67957,"Shenzhen Hepalink Pharmaceutical Co.,Ltd."
67961,AstraZeneca Dunkerque Production SCS
67963,St. Bernard Soap Company
67967,Lab Express International
67978,SinoFresh HealthCare Inc.
67979,Endo Pharmaceutical Solutions Inc.
67989,Airgas Specialty Gases
67994,"Okami Chemical Industry Co., Ltd."
67995,Yicheng Chemical Corp
67996,Select Specialty Products
68000,American Health Packaging
68001,BluePoint Laboratories
68007,GUILIN TIANHE PHARMACEUTICAL CO LTD
68011,Equinox Packaging Inc.
68012,"Santarus, Inc."
68013,"Vision Pharma, LLC"
68016,Chain Drug Constortium
68021,"Kolmar Korea Co., Ltd"
68022,Suven Life Sciences Ltd
68025,"Vertical Pharmaceuticals, Inc."
68026,"La Prairie, Inc."
68027,Rand Direct
68032,"River's Edge Pharmaceuticals, LLC"
68034,GMT Fine Chemicals SA
68040,Primus Pharmaceuticals
68047,"Larken Laboratories, Inc."
68057,"Fukuzyu Pharmaceutical Co., Limited"
68063,Badrivishal Chemicals & Pharmaceuticals
68064,Vital Health Care Pvt Ltd.
68067,Lonza Braine SA
68069,Moehs Cantabra
68070,"Rose Laboratories, Inc."
68073,Impact Fulfillment Services
68083,Gland Pharma Limited
68084,American Health Packaging
68085,"Guangdong Zhanjiang Jimin Pharmaceutical Company, Ltd."
68088,Kentucky Technology LLC.
68093,Wisconsin Pharmacal Company
68094,Precision Dose Inc.
68095,Pan Rajdhevee Group Public Company Limited
68105,Jurlique International Pty. Ltd.
68108,"SCI PHARMTECH, INC."
68111,"Jiaxing Junkang Commerce &Industrial Company,Ltd"
68113,Caribbean Medical Brokers
68118,Laboratorios Dr. Esteve SA
68120,Tri State Industrial Gas
68121,Patcos Cosmetics (India) Private Limited
68128,LA NATURA INC
68134,"PALMETTO PHARMACEUTICALS, INC"
68135,BioMarin Pharmaceutical Inc.
68152,"Spectrum Pharmaceuticals, Inc."
68157,Safosa S.p.A
